agent_id,agent_name,Assassin 1.1,Assassin 1.2,Assassin 1.3,Assassin 1.4,Assassin 1.5,Assassin 1.6,Assassin Slot 2.1,Assassin Slot 2.2,Assassin Slot 2.3,Assassin Slot 2.4,Assassin Slot 2.5,Assassin Slot 2.6,Berserker 1.1,Berserker 1.2,Berserker 1.3,Berserker 1.4,Berserker 1.5,Berserker 1.6,Berserker Slot 2.1,Berserker Slot 2.2,Berserker Slot 2.3,Berserker Slot 2.4,Berserker Slot 2.5,Berserker Slot 2.6,Biosculptor 1.1,Biosculptor 1.2,Biosculptor 1.3,Biosculptor 1.4,Biosculptor 1.5,Biosculptor 1.6,Biosculptor Slot 2.1,Biosculptor Slot 2.2,Biosculptor Slot 2.3,Biosculptor Slot 2.4,Biosculptor Slot 2.5,Biosculptor Slot 2.6,Engineer 1.1,Engineer 1.2,Engineer 1.3,Engineer 1.4,Engineer 1.5,Engineer 1.6,Engineer Slot 2.1,Engineer Slot 2.2,Engineer Slot 2.3,Engineer Slot 2.4,Engineer Slot 2.5,Engineer Slot 2.6,Explorer 1.1,Explorer 1.2,Explorer 1.3,Explorer 1.4,Explorer 1.5,Explorer 1.6,Explorer Slot 2.1,Explorer Slot 2.2,Explorer Slot 2.3,Explorer Slot 2.4,Explorer Slot 2.5,Explorer Slot 2.6,Sniper 1.1,Sniper 1.2,Sniper 1.3,Sniper 1.4,Sniper 1.5,Sniper 1.6,Sniper Slot 2.1,Sniper Slot 2.2,Sniper Slot 2.3,Sniper Slot 2.4,Sniper Slot 2.5,Sniper Slot 2.6,Paladin 1.1,Paladin 1.2,Paladin 1.3,Paladin 1.4,Paladin 1.5,Paladin 1.6,Paladin Slot 2.1,Paladin Slot 2.2,Paladin Slot 2.3,Paladin Slot 2.4,Paladin Slot 2.5,Paladin Slot 2.6,Sentinel 1.1,Sentinel 1.2,Sentinel 1.3,Sentinel 1.4,Sentinel 1.5,Sentinel 1.6,Sentinel Slot 2.1,Sentinel Slot 2.2,Sentinel Slot 2.3,Sentinel Slot 2.4,Sentinel Slot 2.5,Sentinel Slot 2.6,Trapmaster 1.1,Trapmaster 1.2,Trapmaster 1.3,Trapmaster 1.4,Trapmaster 1.5,Trapmaster 1.6,Trapmaster Slot 2.1,Trapmaster Slot 2.2,Trapmaster Slot 2.3,Trapmaster Slot 2.4,Trapmaster Slot 2.5,Trapmaster Slot 2.6
3473,Wise Ambassador Seralyth Thalithis,,,,,,,,,,,,,Anarchy,Enhanced Strength,Durasteel Haft,Drums of War,War Cry,"Gym, Tan, Laundry",Chaos Diver,Battle Roar,Titan's Force,Micro Explosives,Madhouse,Brute,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Dimension Shift,Pulsar,Improved Extraction,Home Field Advantage,"Creighton, AI Advisor",Repositioning,Sharder Mk II,Nimble,Shard Research,Cheat Code,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloaking Drone,Blur,Decoy,Freshman,Brain Drain,Junior,Shadow of Darkness,Fog Trap,Quick Thinker,Scouting Drones,Elemental Extraction,Revelation
2782,Battle Cleric of Dominance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muse,Mainframe,Forbidden Knowledge,Quick Thinker,Overclock,Reinforcing Plates,Scent of Weakness,Aegis,Deep Insights,Shardstorm Accelerant,Revelation,Senior,Haste,Fast Travel,Moment,Sharder Mk II,Opportunity Window,Matrix Building,Sharder Mk I,Speedrun,Repositioning,Nimble,"Creighton, AI Advisor",Marathoner,,,,,,,,,,,,,Cleansing Fire,Nanomedics,Arm of Justice,Titan Blood,Gift of the Shards,Steel Tornado,Order Armor,Whirlwind,Breath II,Vow of Revenge,Breath IV,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
1997,Evariel Sylaen from the Brutal Cavern,,,,,,,,,,,,,,,,,,,,,,,,,Picomedics,Podiatric Nanobots,Harvesting Sensors,Breath III,Rapid Regeneration,Lightspeed,Breath I,Harvesting Augment,Extra Phalanges,Breath IV,Accelerate,Apotheosis,Immovable,Fortify,Deep Insights,Shardstorm Accelerant,Aegis,Senior,Muse,Forbidden Knowledge,Overclock,Quick Thinker,Blast Armor,Brain Drain,,,,,,,,,,,,,Charged Ammo,Sprinting Burst,Barbed Ammo,Boots of the Dervish,Repositioning,Ascertain Weakness,Hyper Ammo,Hyper Propulsion,High Velocity Shells,Resourceful,Skedaddle,Deadshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,"Veran, Son of the Pontifex Maximus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Scent of Weakness,Forbidden Knowledge,Overclock,Revelation,Brain Drain,Mainframe,Fortify,Deep Insights,Senior,Fleeting Genius,Blast Armor,Haste,Nimble,Dimension Shift,Improved Extraction,Home Field Advantage,Time Warp,Sharder Mk I,Moment,Pulsar,Time Dilation,Shard Research,Cheat Code,,,,,,,,,,,,,Breath I,Powered Weapon,Whirlwind,Battle School Faculty,Breath II,Breath IV,Order Armor,Titan Blood,Light's Embrace,Vow of Revenge,Hunter,Steel Tornado,,,,,,,,,,,,,,,,,,,,,,,,
2607,Seigneur Yvan Daumont,Vanishing Act,Shadow of Darkness,Lethal Focus,Meditation,Sidestep,Shadow of the Bat,Chaos Diver,Shadow of the Moon,Leg Day,Night Edge,Bedlam,Midnight Whisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyper Ammo,Charged Ammo,Deadeye,Repositioning,Speed Loader,High Velocity Shells,Hyper Propulsion,Fragmenting Ammo,Marksman,Boots of the Dervish,Sharpshooter,Deadshot,Powered Weapon,Cleansing Fire,Gift of the Shards,Whirlwind,Battle School Faculty,Steel Tornado,Breath I,Arm of Justice,Titan Blood,Healthy Habits,Room to Grow,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,
2395,Roi Zéphirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Muse,Quick Thinker,Deep Insights,Blast Armor,Senior,Scent of Weakness,Shardstorm Accelerant,Forbidden Knowledge,Brain Drain,Revelation,Quantum Core,Haste,Shard Research,Dimension Shift,Speedrun,Home Field Advantage,Accelerate,Nimble,Moment,Improved Extraction,Time Warp,Sharder Mk II,"Creighton, AI Advisor",,,,,,,,,,,,,Breath I,Nanomedics,Battle School Faculty,Breath II,Healthy Habits,Steel Tornado,Powered Weapon,Arm of Justice,Second Wind,Whirlwind,Hunter,Room to Grow,,,,,,,,,,,,,,,,,,,,,,,,
3354,Lúthana Thalorin from the Windy Gorge,,,,,,,,,,,,,,,,,,,,,,,,,Podiatric Nanobots,Harvesting Augment,Nanomedics,Metamorphosis,Breath IV,Accelerate,Breath I,Reactive Healing,Extra Phalanges,Breath III,Lightspeed,Rapid Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,Deadeye,Hyper Ammo,Fragmenting Ammo,Concealment,Repositioning,Speed Loader,Charged Ammo,Hypersonic Payload,Hyper Propulsion,Barbed Ammo,Boots of the Dervish,Resourceful,,,,,,,,,,,,,,,,,,,,,,,,,Elemental Velocity,Cloaking Drone,Sophomore,Decoy,Elemental Extraction,Now You See Me...,Shadow of Darkness,Freshman,Sidestep,Revelation,Junior,Blurring Movement
1698,Defiant Sheriff Isambart Gaubert,,,,,,,,,,,,,Frenzy,Anarchy,Micro Explosives,Kabooooom!,Heavy Hands,Primal Scream,Enhanced Strength,Drums of War,Thrill of Battle,Madhouse,Brute,"Gym, Tan, Laundry",,,,,,,,,,,,,,,,,,,,,,,,,Sharder Mk I,Fast Travel,Speedrun,Nimble,Home Field Advantage,Accelerate,Haste,Sharder Mk II,Moment,Shard Research,Shard Frenzy,"Creighton, AI Advisor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadow of Darkness,Fade Into The Night,Scouting Drones,Revelation,Junior,Elemental Extraction,Elemental Velocity,Freshman,Decoy,Brain Drain,Now You See Me...,Blurring Movement
2248,Frightening Dictator Galien Corvinian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortify,Mainframe,Shardstorm Accelerant,Reinforcing Plates,Brain Drain,Senior,Muse,Forbidden Knowledge,Quick Thinker,Revelation,Blast Armor,Quantum Core,Haste,Nimble,Pulsar,Time Warp,Speedrun,Shard Frenzy,Flux,Sharder Mk II,Moment,Shard Research,Accelerate,Matrix Building,,,,,,,,,,,,,Breath I,Powered Weapon,Whirlwind,Breath II,Gift of the Shards,Room to Grow,Order Armor,Titan Blood,Vow of Revenge,Arm of Justice,Steel Tornado,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
2229,Flavion from the Oasis Dunes,,,,,,,,,,,,,,,,,,,,,,,,,Fortified Muscles,Breath I,Nanomedics,Harvesting Sensors,Rapid Regeneration,Lightspeed,Flux,Health Augment,Harvesting Augment,Regenerative Plates,Breath IV,Accelerate,Muse,Scent of Weakness,Aegis,Deep Insights,Senior,Quantum Core,Immovable,Fortify,Forbidden Knowledge,Quick Thinker,Revelation,Brain Drain,,,,,,,,,,,,,Charged Ammo,Hypersonic Payload,Speed Loader,Sharpshooter,High Velocity Shells,Deadshot,Fragmenting Ammo,Boots of the Dervish,Barbed Ammo,Resourceful,Repositioning,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,"Charlemagne ""Pioneering"" Havrenaut",,,,,,,,,,,,,Battle Roar,Enhanced Strength,Kabooooom!,Madhouse,Seethe,"Gym, Tan, Laundry",Frenzy,Chaos Surfer,Drums of War,Micro Explosives,Brute,Primal Scream,Breath I,Picomedics,Breath III,Extra Phalanges,Regenerative Plates,Apotheosis,Flux,Metamorphosis,Harvesting Augment,Consume,Breath IV,Rapid Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Order Armor,Resolute,Aegis,Royal Guard,Bulwark,Reinforcing Plates,Momentum,Planned Retreat,Beefup,Guardian,Turtle Up,Warden,,,,,,,,,,,,
1636,"Seraphin, Supreme Astral Knight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharder Mk I,Sharder Mk II,Time Dilation,Moment,Nimble,Accelerate,Haste,Pulsar,Time Warp,Opportunity Window,Cheat Code,Marathoner,,,,,,,,,,,,,Breath I,Vow of Revenge,Whirlwind,Valor's Reward,Hunter,Breath IV,Powered Weapon,Nanomedics,Arm of Justice,Battle School Faculty,Room to Grow,Steel Tornado,,,,,,,,,,,,,Elemental Velocity,Vanishing Act,Quick Thinker,Fade Into The Night,Brain Drain,Blurring Movement,Shadow of Darkness,Freshman,Scouting Drones,Fog Trap,Now You See Me...,Junior
1880,"Jarnis Lyrvik, Marquis of Courage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fast Travel,Sharder Mk I,Pulsar,Shard Research,Home Field Advantage,Moment,Haste,Dimension Shift,Time Dilation,Speedrun,Nimble,Marathoner,,,,,,,,,,,,,Breath I,Order Armor,Battle School Faculty,Titan Blood,Arm of Justice,Hunter,Picomedics,Light's Touch,Vow of Revenge,Whirlwind,Steel Tornado,Breath IV,,,,,,,,,,,,,Shadow of Darkness,Cloaking Drone,Decoy,Quick Thinker,Junior,Revelation,Blur,Elemental Velocity,Sophomore,Brain Drain,Now You See Me...,Elemental Extraction
1655,"Valmanx, Frightening Oracle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Sharder Mk II,Nimble,Home Field Advantage,Matrix Building,Shard Frenzy,Pulsar,Dimension Shift,Shard Research,Moment,Accelerate,Cheat Code,,,,,,,,,,,,,Picomedics,Light's Touch,Breath I,Whirlwind,Room to Grow,Hunter,Powered Weapon,Flex,Breath II,Battle School Faculty,Breath IV,Steel Tornado,,,,,,,,,,,,,Shadow of Darkness,Blur,Quick Thinker,Scouting Drones,Brain Drain,Now You See Me...,Elemental Velocity,Sophomore,Fog Trap,Freshman,Elemental Extraction,Junior
1750,Mechanical Seigneur Artur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Scent of Weakness,Aegis,Quick Thinker,Overclock,Brain Drain,Mainframe,Muse,Shardstorm Accelerant,Forbidden Knowledge,Senior,Revelation,,,,,,,,,,,,,Fragmenting Ammo,Hypersonic Payload,Boots of the Dervish,Speed Loader,High Velocity Shells,Ascertain Weakness,Hyper Ammo,Repositioning,Concealment,Barbed Ammo,Deadshot,Skedaddle,Picomedics,Powered Weapon,Battle School Faculty,Light's Embrace,Room to Grow,Breath IV,Order Armor,Light's Touch,Titan Blood,Whirlwind,Hunter,Steel Tornado,,,,,,,,,,,,,,,,,,,,,,,,
1635,"Durandal, the Reaver from the Plateau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scent of Weakness,Shardstorm Accelerant,Overclock,Quantum Core,Blast Armor,Brain Drain,Muse,Aegis,Forbidden Knowledge,Senior,Revelation,Reinforcing Plates,,,,,,,,,,,,,Fragmenting Ammo,Charged Ammo,Exposed Weaknesses,Leg Day,Repositioning,Speed Loader,Sprinting Burst,Deadeye,Sharpshooter,High Velocity Shells,Boots of the Dervish,Skedaddle,Breath I,Order Armor,Battle School Faculty,Breath II,Hunter,Steel Tornado,Flex,Arm of Justice,Light's Embrace,Whirlwind,Breath IV,Room to Grow,,,,,,,,,,,,,,,,,,,,,,,,
1699,Delaunay from Soleilnevent,,,,,,,,,,,,,,,,,,,,,,,,,Picomedics,Fortified Muscles,Harvesting Augment,Consume,Rapid Regeneration,Lightspeed,Bioreloader,Extra Phalanges,Regenerative Plates,Breath III,Accelerate,Breath IV,Muse,Sightsee,Deep Insights,Overclock,Revelation,Senior,Immovable,Fortify,Forbidden Knowledge,Aegis,Fleeting Genius,Reinforcing Plates,,,,,,,,,,,,,Charged Ammo,Hypersonic Payload,Hyper Propulsion,Boots of the Dervish,Concealment,Repositioning,Fragmenting Ammo,Hyper Ammo,Deadeye,High Velocity Shells,Speed Loader,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,Solandros Decimian from Drying Dorianum,,,,,,,,,,,,,Battle Roar,Enhanced Strength,Anarchy,Seethe,Madhouse,Kabooooom!,Chaos Surfer,Durasteel Haft,Drums of War,Thrill of Battle,Micro Explosives,Brute,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Moment,Shard Research,Time Warp,Home Field Advantage,Accelerate,Fast Travel,Dimension Shift,Pulsar,Nimble,Cheat Code,Matrix Building,,,,,,,,,,,,,,,,,,,,,,,,,Fortify,Armored Backpack,Guardian,Planned Retreat,Warden,Reinforcing Plates,Beef,Combat Training,Beefup,Bulwark,Praetorian,Turtle Up,,,,,,,,,,,,
3103,Steleon-Cendrianus from Corinthus,,,,,,,,,,,,,Enhanced Strength,Frenzy,Madhouse,Seethe,War Cry,"Gym, Tan, Laundry",Chaos Diver,Titan's Force,Thrill of Battle,Drums of War,Primal Scream,Brute,,,,,,,,,,,,,,,,,,,,,,,,,Flux,Shard Research,Pulsar,Repositioning,Home Field Advantage,Nimble,Haste,Sharder Mk II,Dimension Shift,Moment,Cover Expert,Shard Frenzy,,,,,,,,,,,,,Picomedics,Flex,Order Armor,Arm of Justice,Whirlwind,Vow of Revenge,Powered Weapon,Cleansing Fire,Breath II,Battle School Faculty,Titan Blood,Room to Grow,,,,,,,,,,,,,,,,,,,,,,,,
900,Ellie Beckett,,,,,,,,,,,,,,,,,,,,,,,,,Bioreloader,Podiatric Nanobots,Fortified Muscles,Nanomedics,Apotheosis,Accelerate,Breath I,Extract Essence,Harvesting Augment,Extra Phalanges,Lightspeed,Rapid Regeneration,Scent of Weakness,Overclock,Deep Insights,Shardstorm Accelerant,Revelation,Senior,Immovable,Forbidden Knowledge,Quick Thinker,Brain Drain,Quantum Core,Blast Armor,,,,,,,,,,,,,Charged Ammo,Hyper Ammo,Exposed Weaknesses,Speed Loader,Fast Feet,Boots of the Dervish,Hyper Propulsion,Eagle Eye,Barbed Ammo,Repositioning,High Velocity Shells,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,The Nephew of Traianus Astronar,Chaos Diver,Twilight Blade,Leg Day,Bedlam,Night Edge,Shadow of the Imp,Shadow of Darkness,Blood Sport,Shadow of the Moon,Shadow of the Bat,Meditation,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharder Mk I,Fast Travel,Speedrun,Shard Research,Matrix Building,"Creighton, AI Advisor",Haste,Moment,Nimble,Dimension Shift,Accelerate,Shard Frenzy,,,,,,,,,,,,,Picomedics,The Guilty Flee,Arm of Justice,Respect the Fallen,Titan Blood,Steel Tornado,Powered Weapon,Refreshing Jog,Healthy Habits,Breath II,Hunter,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,
1688,The Enduring Professor Malvian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muse,Mainframe,Overclock,Quick Thinker,Senior,Blast Armor,Sightsee,Aegis,Shardstorm Accelerant,Deep Insights,Revelation,Reinforcing Plates,,,,,,,,,,,,,Charged Ammo,Exposed Weaknesses,Marksman,Repositioning,Boots of the Dervish,Deadshot,Fragmenting Ammo,Deadeye,Speed Loader,Barbed Ammo,High Velocity Shells,Skedaddle,Breath I,Powered Weapon,Flex,Whirlwind,Nanomedics,Room to Grow,Order Armor,Refreshing Jog,Healthy Habits,Arm of Justice,Breath IV,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
1490,"Galtier ""Lethal Lover"" Estienne",,,,,,,,,,,,,Enhanced Strength,Chaos Surfer,Kabooooom!,Drums of War,War Cry,Primal Scream,Durasteel Haft,Anarchy,Titan's Force,Madhouse,Micro Explosives,Brute,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Moment,Pulsar,Shard Research,Matrix Building,Cheat Code,Nimble,Sharder Mk II,Fast Feet,Speedrun,"Creighton, AI Advisor",Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Beef,Bulwark,Beefup,Royal Guard,Turtle Up,Fortify,Combat Training,Guardian,Resolute,Planned Retreat,Warden,,,,,,,,,,,,
3742,The Surreal Marquis,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Bioreloader,Health Augment,Harvesting Sensors,Accelerate,Lightspeed,Extract Essence,Picomedics,Breath III,Harvesting Augment,Rapid Regeneration,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,,Hyper Ammo,Charged Ammo,Fragmenting Ammo,Fast Feet,Boots of the Dervish,Barbed Ammo,Exposed Weaknesses,Eagle Eye,Repositioning,High Velocity Shells,Speed Loader,Skedaddle,,,,,,,,,,,,,Fortify,Beef,Order Armor,Royal Guard,Bulwark,Turtle Up,Momentum,Honor Guard,Aegis,Resolute,Reinforcing Plates,Warden,,,,,,,,,,,,
3313,Sinister Aeritha Etherwood,,,,,,,,,,,,,Enhanced Strength,Anarchy,Micro Explosives,War Cry,Drums of War,Primal Scream,Chaos Surfer,Frenzy,Seethe,Madhouse,Thrill of Battle,"Gym, Tan, Laundry",Breath I,Harmonic Inferon,Harvesting Augment,Breath III,Breath IV,Lightspeed,Bioreloader,Extra Phalanges,Health Augment,Rapid Regeneration,Accelerate,Apotheosis,Muse,Mainframe,Deep Insights,Overclock,Senior,Quantum Core,Fortify,Forbidden Knowledge,Quick Thinker,Aegis,Brain Drain,Reinforcing Plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,The Red Runeslayer,,,,,,,,,,,,,Anarchy,Durasteel Haft,Chaos Surfer,War Cry,Thrill of Battle,Primal Scream,Enhanced Strength,Battle Roar,Madhouse,Kabooooom!,Titan's Force,Brute,,,,,,,,,,,,,Scent of Weakness,Muse,Aegis,Forbidden Knowledge,Deep Insights,Senior,Sightsee,Shardstorm Accelerant,Quick Thinker,Overclock,Revelation,Reinforcing Plates,,,,,,,,,,,,,,,,,,,,,,,,,Order Armor,Nanomedics,Whirlwind,Battle School Faculty,Room to Grow,Light's Avatar,Titan Blood,Breath II,Arm of Justice,Respect the Fallen,Hunter,Indomitable,,,,,,,,,,,,,,,,,,,,,,,,
3287,Moonfall-Vylaren from the Blooming Caldera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Shard Research,Pulsar,Dimension Shift,Repositioning,Cheat Code,Sharder Mk I,Cover Expert,Sharder Mk II,Speedrun,Nimble,"Creighton, AI Advisor",,,,,,,,,,,,,Refreshing Jog,Breath I,Nanomedics,Light's Embrace,Light's Avatar,Breath IV,Powered Weapon,Second Wind,Whirlwind,Steel Tornado,Room to Grow,Hunter,,,,,,,,,,,,,Vanishing Act,Cloaking Drone,Freshman,Quick Thinker,Decoy,Elemental Extraction,Shadow of Darkness,Sophomore,Fog Trap,Scouting Drones,Brain Drain,Revelation
3304,Eryndra Anwyncrest from Frostbitten Taelanara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fragmenting Ammo,Deadeye,Boots of the Dervish,Resourceful,Barbed Ammo,Deadshot,Hyper Propulsion,Repositioning,Speed Loader,Sharpshooter,High Velocity Shells,Skedaddle,,,,,,,,,,,,,Order Armor,Honor Guard,Guardian,Resolute,Warden,Praetorian,Combat Training,Fortify,Aegis,Beefup,Reinforcing Plates,Turtle Up,Shadow of Darkness,Sophomore,Fog Trap,Blurring Movement,Brain Drain,Elemental Extraction,Vanishing Act,Quick Thinker,Freshman,Junior,Revelation,Now You See Me...
3036,"Pontifex, Princeps of Healthy",Shadow of Darkness,Blur,Lethal Focus,Night Edge,Shadow of the Moon,Shadow of the Imp,Twilight Blade,Blood Sport,Sidestep,Meditation,Midnight Whisper,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyper Ammo,Charged Ammo,Sprinting Burst,Repositioning,Speed Loader,Concealment,Hyper Propulsion,Fragmenting Ammo,Exposed Weaknesses,Boots of the Dervish,High Velocity Shells,Skedaddle,Breath I,The Guilty Flee,Exercise Regimen,Arm of Justice,Breath II,Hunter,Picomedics,Healthy Habits,Titan Blood,Battle School Faculty,Steel Tornado,Room to Grow,,,,,,,,,,,,,,,,,,,,,,,,
1527,Fernande Noel the Dedicated,Twilight Blade,Shadow of Darkness,Sidestep,Night Edge,Bedlam,Pandemonium,Chaos Diver,Blood Sport,Shadow of the Moon,Leg Day,Shadow of the Imp,Midnight Whisper,,,,,,,,,,,,,Bioreloader,Flux,Fortified Muscles,Breath III,Harvesting Sensors,Breath IV,Breath I,Podiatric Nanobots,Harvesting Augment,Extra Phalanges,Apotheosis,Rapid Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Momentum,Fortify,Beefup,Aegis,Turtle Up,Combat Training,Armored Backpack,Guardian,Resolute,Planned Retreat,Warden,,,,,,,,,,,,
3689,Laurent Vernier from Serene Sud Verdesee,,,,,,,,,,,,,Anarchy,Chaos Surfer,Micro Explosives,Kabooooom!,Titan's Force,Thrill of Battle,Enhanced Strength,Durasteel Haft,Drums of War,War Cry,Madhouse,Brute,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Sharder Mk I,Shard Research,Sharder Mk II,Nimble,Matrix Building,Flux,Dimension Shift,Pulsar,Cover Expert,Shard Frenzy,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadow of Darkness,Blur,Fog Trap,Scouting Drones,Now You See Me...,Revelation,Cloaking Drone,Quick Thinker,Sidestep,Freshman,Elemental Extraction,Junior
2956,"Equinoxian-Xélerand, Sheriff of Gracious",Vanishing Act,Shadow of Darkness,Shadow of the Bat,Bedlam,Lethal Focus,Shadow of the Imp,Chaos Surfer,Blur,Leg Day,Night Edge,Shadow of the Moon,Midnight Whisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Moment,Opportunity Window,Home Field Advantage,Cheat Code,Accelerate,Sharder Mk I,Sharder Mk II,Shard Research,Nimble,"Creighton, AI Advisor",Marathoner,,,,,,,,,,,,,Breath I,Cleansing Fire,Arm of Justice,Breath II,Battle School Faculty,Breath IV,Powered Weapon,Whirlwind,Respect the Fallen,Titan Blood,Steel Tornado,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
1965,Ruler Edison Elyndoril,,,,,,,,,,,,,Chaos Diver,Kabooooom!,Thrill of Battle,Seethe,"Gym, Tan, Laundry",Brute,Enhanced Strength,Drums of War,Micro Explosives,Madhouse,Heavy Hands,Primal Scream,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Shard Research,Moment,Pulsar,"Creighton, AI Advisor",Matrix Building,Nimble,Cover Expert,Dimension Shift,Time Warp,Shard Frenzy,Accelerate,,,,,,,,,,,,,Powered Weapon,Titan Blood,Arm of Justice,Battle School Faculty,Breath IV,Room to Grow,Picomedics,Whirlwind,Breath II,Healthy Habits,Indomitable,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
3256,Saenavira Moonwhisper the Enchantelopean,,,,,,,,,,,,,Anarchy,Battle Roar,Kabooooom!,Seethe,Madhouse,Brute,Enhanced Strength,Chaos Diver,Thrill of Battle,Micro Explosives,Heavy Hands,Primal Scream,Picomedics,Mitosis,Regenerative Plates,Harvesting Augment,Breath IV,Rapid Regeneration,Bioreloader,Breath I,Extra Phalanges,Metamorphosis,Accelerate,Lightspeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanishing Act,Freshman,Fade Into The Night,Scouting Drones,Junior,Now You See Me...,Shadow of Darkness,Sophomore,Sidestep,Brain Drain,Blurring Movement,Revelation
1589,Émeric Marcellinot from the Noxious Heath,,,,,,,,,,,,,Chaos Surfer,Battle Roar,Kabooooom!,War Cry,Thrill of Battle,Drums of War,Enhanced Strength,Anarchy,Micro Explosives,Titan's Force,Madhouse,Primal Scream,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Shard Research,Pulsar,Nimble,Shard Frenzy,Matrix Building,Fast Travel,Dimension Shift,Fast Feet,Moment,Accelerate,"Creighton, AI Advisor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadow of Darkness,Elemental Velocity,Freshman,Sophomore,Sidestep,Revelation,Blur,Quick Thinker,Fade Into The Night,Fog Trap,Brain Drain,Junior
2819,Berserker Ragnar,,,,,,,,,,,,,Anarchy,Chaos Diver,Battle Roar,Thrill of Battle,Micro Explosives,Drums of War,Enhanced Strength,Durasteel Haft,Madhouse,Kabooooom!,War Cry,Brute,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Dimension Shift,Pulsar,Speedrun,Marathoner,"Creighton, AI Advisor",Shard Research,Sharder Mk II,Repositioning,Moment,Accelerate,Shard Frenzy,,,,,,,,,,,,,Breath I,Cleansing Fire,Battle School Faculty,Titan Blood,Second Wind,Room to Grow,Picomedics,Arm of Justice,Vow of Revenge,Whirlwind,Breath IV,Steel Tornado,,,,,,,,,,,,,,,,,,,,,,,,
